F,DT,T,LPos_X,LPos_Y,LPos_Z,LRot_X,LRot_Y,LRot_Z,LRot_W,LGrab,LPinch,RPos_X,RPos_Y,RPos_Z,RRot_X,RRot_Y,RRot_Z,RRot_W,RGrab,RPinch
134834,0.0166736,1.57353329285979,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134838,0.0166619,1.59019519202411,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134842,0.0166657,1.60686089284718,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134844,0.0166666,1.62352749332786,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134848,0.0166667,1.64019419252872,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134852,0.0175023,1.65769649296999,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134856,0.016667,1.67436349205673,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134858,0.0166668,1.69103029184043,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134862,0.0166667,1.7076969910413,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134866,0.0166667,1.72436369024217,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134868,0.0166674,1.74103108979762,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134872,0.016667,1.75769808888435,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134874,0.0166662,1.77436428889632,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134880,0.0166673,1.79103158973157,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134882,0.0166667,1.80769828893244,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134886,0.0166696,1.82436788827181,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134888,0.0166662,1.84103408828378,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134892,0.0166665,1.85770058818161,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134894,0.0166671,1.87436768785119,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134898,0.0166666,1.89103428833187,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134902,0.0166687,1.90770298801363,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
