F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ
135182,0.0166672,3.31307108700275,0.9080824,0.4999867,-0.5364406,16.44707,4.442499,1.644083
135186,0.016667,3.32973808608949,0.9063869,0.4977587,-0.5389464,16.65658,4.691909,1.744882
135190,0.0166666,3.34640468657017,0.9052845,0.4966997,-0.5403949,16.86297,4.902495,1.838158
135194,0.0166671,3.36307178623974,0.9034671,0.4956245,-0.5423179,17.24668,5.234682,1.903596
135196,0.0166672,3.37973898649216,0.9024912,0.4953839,-0.5431718,17.51947,5.475514,1.937484
135200,0.0166661,3.39640508592129,0.9008232,0.4954131,-0.5442709,17.90496,5.813638,2.050811
135202,0.0166686,3.41307368502021,0.8997241,0.495722,-0.5448231,18.14667,6.030931,2.151242
135208,0.0166671,3.42974078468978,0.8980702,0.4964804,-0.5454742,18.38357,6.324304,2.15638
135210,0.0166666,3.44640738517046,0.8972684,0.4969744,-0.5456686,18.4162,6.451275,2.047788
135214,0.0166665,3.4630738850683,0.8958792,0.498015,-0.5458369,18.36116,6.654825,1.819439
135216,0.0166706,3.47974448464811,0.8952898,0.498452,-0.5458806,18.29734,6.743744,1.740369
135220,0.0166637,3.49640818499029,0.8944562,0.4991352,-0.5459265,18.15891,6.840233,1.621509
135222,0.0166712,3.51307938434184,0.8940105,0.4994443,-0.5459942,18.06457,6.905974,1.534671
135226,0.0166661,3.52974548377097,0.8934612,0.4997152,-0.5462222,17.98596,7.013895,1.417324
135230,0.0166672,3.54641268402338,0.8932571,0.4997199,-0.5464944,18.00381,7.097135,1.359456
135234,0.0166666,3.56307928450406,0.8929664,0.4995846,-0.5470024,18.11283,7.223814,1.329534
135234,0.0166897,3.57976898364723,0.8927781,0.4994762,-0.5475048,18.217,7.337461,1.336779
135240,0.0166644,3.59643338434398,0.8925714,0.4993373,-0.5486301,18.3829,7.542924,1.37563
135242,0.0166668,3.61310018412769,0.8924603,0.4992016,-0.5492834,18.45581,7.634977,1.394056
135248,0.0166669,3.62976708449423,0.8921776,0.4989435,-0.5509869,18.61914,7.893527,1.434098
135250,0.0166691,3.6464361846447,0.8920767,0.4987811,-0.5518985,18.68128,8.035583,1.449953
135254,0.016665,3.66310118511319,0.8918602,0.4983962,-0.5540217,18.73485,8.316253,1.497872
135256,0.0166675,3.67976868525147,0.8917526,0.4981878,-0.5551907,18.73743,8.46053,1.55336
135260,0.0166698,3.69643848575652,0.8916155,0.4979022,-0.5567982,18.72956,8.647479,1.665609
135262,0.0166639,3.71310238540173,0.8914794,0.4975688,-0.5584019,18.70879,8.868071,1.828865
135266,0.0166674,3.72976978495717,0.8914981,0.4973441,-0.5601838,18.68898,9.083355,1.992478
135270,0.0166666,3.74643638543785,0.8916012,0.4971962,-0.5615972,18.67383,9.280844,2.141445
135274,0.0166667,3.76310308463871,0.8918552,0.4972503,-0.5631249,18.64557,9.530479,2.327206
135276,0.0166669,3.77976998500526,0.8921224,0.4974184,-0.5640188,18.62969,9.670828,2.442111
135280,0.016667,3.796436984092,0.8926293,0.4977763,-0.5650861,18.61973,9.842484,2.612576
135282,0.0166671,3.81310408376157,0.8930904,0.498124,-0.5656356,18.60209,9.957669,2.749916
135286,0.0166668,3.82977088354528,0.8937845,0.4985795,-0.5661963,18.57486,10.08204,2.932654
135290,0.016667,3.84643788263202,0.8943669,0.4990285,-0.5663546,18.56047,10.1467,3.085662
135294,0.016667,3.86310488171875,0.8952488,0.4996896,-0.5664581,18.56841,10.18296,3.299906
135296,0.0166668,3.87977168150246,0.8959349,0.5002863,-0.5664555,18.58726,10.1875,3.475987
135300,0.0166671,3.89643878117204,0.8971813,0.5013151,-0.5663595,18.63935,10.15745,3.695259
135302,0.0166675,3.91310628131032,0.8979835,0.5019051,-0.5662485,18.69797,10.12284,3.80294
135308,0.0166672,3.92977348156273,0.8995921,0.5029783,-0.5660763,18.82103,10.05462,3.916577
135310,0.0166661,3.94643958099186,0.9004827,0.5035391,-0.5660133,18.87274,10.02375,3.925963
135314,0.0166667,3.96310628019273,0.9023639,0.5043499,-0.5658631,18.96569,9.965281,3.851907
135316,0.0166662,3.9797724802047,0.9032688,0.5046036,-0.5658375,19.03525,9.960115,3.790077
135322,0.0166675,3.99643998034298,0.9054409,0.5044928,-0.5662304,19.24281,9.96787,3.726654
135324,0.0166667,4.01310667954385,0.9064916,0.504074,-0.5665972,19.40845,9.987304,3.755877
135328,0.0166781,4.02978477999568,0.9085121,0.5028679,-0.5676382,19.77037,10.02136,3.867391
