F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ
111288,0.0171727,4.36367358826101,0.9638023,0.505146,-0.5390543,18.44265,5.529639,359.9359
111294,0.016667,4.38034058734775,0.9627951,0.5036574,-0.5381424,18.53751,5.655315,0.1223784
111296,0.0173116,4.39765218645334,0.962355,0.5030349,-0.5377172,18.5767,5.706196,0.2198655
111298,0.0166677,4.41431988589466,0.9617686,0.502345,-0.5372368,18.63209,5.764256,0.3442749
111302,0.0166669,4.4309867862612,0.9609566,0.5013793,-0.5366047,18.73349,5.841145,0.5342462
111304,0.0166672,4.44765398651361,0.9601428,0.5005167,-0.5359186,18.84489,5.902512,0.6943641
111308,0.0166672,4.46432118676603,0.9593152,0.4998694,-0.5352824,18.98512,5.964728,0.900085
111312,0.0166674,4.48098858632147,0.9584945,0.4994011,-0.5346774,19.10383,6.008864,1.101318
111316,0.016667,4.49765558540821,0.9574673,0.4989244,-0.534006,19.23929,6.029527,1.349998
111320,0.0166662,4.51432178542018,0.9566081,0.4985689,-0.5335127,19.3541,5.998003,1.580714
111322,0.0169477,4.53126948513091,0.9561163,0.4983935,-0.5332429,19.41187,5.950666,1.732653
111326,0.0166679,4.5479373857379,0.9550771,0.4981699,-0.5327603,19.51388,5.784668,2.098995
111328,0.016712,4.56464938633144,0.9546912,0.4980946,-0.532588,19.5422,5.706628,2.245373
111334,0.0166781,4.58132748678327,0.9539492,0.4979387,-0.5322883,19.59175,5.456223,2.583336
111336,0.0190052,4.60033268667758,0.9536495,0.4978558,-0.5322011,19.60072,5.305227,2.68803
111340,0.0166668,4.61699948646128,0.9530694,0.4976807,-0.5319651,19.58311,4.992401,2.736678
111344,0.0191587,4.63615818694234,0.9528274,0.4976393,-0.5318603,19.56835,4.851877,2.706671
111348,0.0166696,4.6528277862817,0.9521897,0.4974977,-0.5316145,19.52218,4.559323,2.601598
111350,0.0178885,4.67071628570557,0.9519448,0.497457,-0.5314754,19.49708,4.45351,2.558839
111356,0.0172523,4.68796858564019,0.951413,0.4971143,-0.5313159,19.44761,4.247089,2.519418
111358,0.0199908,4.70795938558877,0.9511269,0.4968071,-0.5313419,19.45646,4.149368,2.518791
111362,0.0166676,4.72462698630989,0.9504062,0.496013,-0.5316401,19.58053,4.015117,2.472799
111368,0.0227949,4.74742188677192,0.9496344,0.4953447,-0.532174,19.78962,3.977275,2.296698
111370,0.0211226,4.76854448765516,0.9491892,0.4951058,-0.5324789,19.94011,3.987079,2.179431
111374,0.0166678,4.78521228767931,0.9481304,0.4949153,-0.5332084,20.25636,4.050666,2.035448
111376,0.0186526,4.80386488698423,0.947617,0.4949548,-0.5336266,20.37606,4.086578,2.016726
111382,0.0166734,4.8205382861197,0.9464236,0.4954088,-0.5344369,20.61374,4.1953,1.99854
111384,0.0193667,4.83990498632193,0.94583,0.4957673,-0.5348073,20.66981,4.24106,1.975784
111388,0.016669,4.85657398588955,0.9443151,0.4969203,-0.5355427,20.71121,4.347082,1.887457
111392,0.0222094,4.87878338620067,0.9430863,0.4979154,-0.5360686,20.72718,4.417678,1.881463
111396,0.019383,4.89816638641059,0.9424214,0.4984578,-0.5363244,20.73444,4.448469,1.919891
