F,DT,T,LPos_X,LPos_Y,LPos_Z,LRot_X,LRot_Y,LRot_Z,LRot_W,LGrab,LPinch,RPos_X,RPos_Y,RPos_Z,RRot_X,RRot_Y,RRot_Z,RRot_W,RGrab,RPinch
110698,0.0264632,1.41151840053499,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.6487244,0.08634818,-0.6941944,-0.9063635,0.1143266,-0.3987589,0.08016128,0.0432909578084946,0.438071101903915
110700,0.0166686,1.42818699963391,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.6670849,0.07706332,-0.6969211,-0.8948523,0.1047155,-0.4206862,0.1062882,0.0216915905475616,0.359482437372208
110704,0.0166666,1.44485360011458,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.6825162,0.07620406,-0.6891357,-0.8805148,0.1112807,-0.4407127,0.134472,0.0782743617892265,0.458142846822739
110708,0.0166673,1.46152090094984,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.693683,0.06834644,-0.6815026,0.868155,-0.1235167,0.4611279,-0.135689,0,0.488127470016479
110712,0.0166675,1.47818840108812,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.6974105,0.0617435,-0.6783274,0.8204357,-0.093059,0.5150957,-0.230004,0,0.453992754220963
110718,0.0166657,1.49485410191119,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7135288,0.05389398,-0.6742617,0.7672412,-0.06707173,0.5679793,-0.2902443,0,0.123800285160542
110720,0.021633,1.51648710109293,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7308434,0.05777943,-0.6647496,-0.7862499,0.07833938,-0.5665179,0.2339476,0,0.104659333825111
110724,0.0166681,1.53315520100296,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7348408,0.05936033,-0.6795747,-0.7664583,0.0828961,-0.5806658,0.2617199,0,0.0738752707839012
110726,0.0171216,1.5502768009901,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7454167,0.05800778,-0.6734074,0.7374438,-0.05072375,0.6121757,-0.2807929,0,0.0521231144666672
110730,0.0166678,1.56694460101426,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7541469,0.0608021,-0.6813022,-0.7127194,0.03722633,-0.6496474,0.2619229,0,0.0527781695127487
110732,0.0178587,1.58480330184102,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7605208,0.05927843,-0.6782745,0.7315161,-0.07315248,0.6461372,-0.2050356,0,0.0715815275907516
110738,0.0166674,1.60147070139647,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.760303,0.05536223,-0.6802195,-0.7142737,0.05701146,-0.6629993,0.2167829,0,0.0179245937615633
110740,0.0166667,1.61813740059733,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7675118,0.05564678,-0.6701518,-0.714222,0.05892933,-0.6682727,0.1995646,0,0.0228877570480108
110744,0.0166668,1.63480420038104,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7693056,0.05416197,-0.6690199,0.7099209,-0.08294914,0.673651,-0.1879528,0,0.0347683690488338
110746,0.0166662,1.65147040039301,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7770267,0.05701399,-0.6614896,0.7029245,-0.08771975,0.6780075,-0.1962351,0,0.10673063993454
110752,0.0167902,1.66826060041785,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7760613,0.0488618,-0.6678661,-0.6907672,0.06196872,-0.6945952,0.1911494,0,0.129201725125313
110754,0.0216331,1.68989370018244,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7837911,0.04815364,-0.6647065,0.697346,-0.06321868,0.6924149,-0.1739929,0,0.162405699491501
110756,0.016668,1.70656169950962,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.787478,0.0477708,-0.6586667,0.7046056,-0.04039964,0.6896657,-0.1620495,0,0.154843226075172
110760,0.016669,1.72323069907725,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7926236,0.04707211,-0.6553365,-0.6992344,0.06976494,-0.6967809,0.143877,0,0.175429821014404
110764,0.0166651,1.73989579826593,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.7982895,0.04789811,-0.6497861,-0.7018858,0.08632736,-0.6957146,0.1260365,0,0.123298205435276
110766,0.0166729,1.7565686982125,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8016857,0.04525959,-0.6456315,0.7108269,-0.08453313,0.6906536,-0.1028451,0,0.159592241048813
110770,0.0166619,1.77323059737682,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8046995,0.03672832,-0.6464592,-0.7019771,0.05052729,-0.7045271,0.09119599,0,0.166394785046577
110774,0.0166668,1.78989739716053,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8124288,0.03424555,-0.6397665,0.6913983,-0.02709776,0.7176579,-0.07874755,0,0.133758470416069
110778,0.0166668,1.80656419694424,-2.455864,0.5896997,-1.110976,0.5394472,-0.1854445,-0.7112636,0.4107445,0,0,0.8126147,0.02737057,-0.6360026,-0.7172869,0.01067487,-0.6958116,0.03509632,0,0.0928171426057816
