F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ
169508,0.016667,1.79367479681969,0.7010443,0.6584098,-0.3292818,27.72565,44.37639,13.9051
169512,0.0166663,1.81034109741449,0.7005523,0.650508,-0.3230952,26.90479,43.90608,14.22441
169516,0.0166669,1.82700799778104,0.6999242,0.6347417,-0.3129556,25.45711,42.91219,15.02744
169518,0.0166674,1.84367539733648,0.6997052,0.625559,-0.3078428,24.71857,42.21063,15.4108
169522,0.0166666,1.86034199781716,0.6994315,0.6079136,-0.2991426,23.60591,40.87782,15.67557
169526,0.0166663,1.87700829841197,0.6994784,0.5892566,-0.2917573,22.38234,39.58785,15.65218
169528,0.0166664,1.89367469772697,0.6997077,0.5791913,-0.2886061,21.76989,39.00441,15.67435
169532,0.0166679,1.91034259833395,0.7001304,0.5685982,-0.2858085,21.11397,38.40139,15.6988
169536,0.0166669,1.9270094987005,0.7009083,0.5503313,-0.2824512,20.10064,37.40402,15.48003
169538,0.0166669,1.94367639906704,0.7014704,0.5395246,-0.2813224,19.4795,36.78922,15.16965
169542,0.0166672,1.96034359931946,0.702813,0.5222692,-0.2806638,18.42665,35.89545,14.65724
169544,0.0166666,1.97701019980013,0.7038887,0.5116864,-0.281153,17.88458,35.49257,14.51593
169550,0.0166672,1.99367740005255,0.7061174,0.4969365,-0.2831463,16.95784,34.83054,14.49014
169552,0.0166667,2.01034409925342,0.7078058,0.4888707,-0.2850601,16.43726,34.46787,14.56606
169556,0.0166669,2.02701099961996,0.7112314,0.4768952,-0.2894347,15.57627,33.88411,14.89248
169558,0.0166666,2.04367760010064,0.7137244,0.4703355,-0.2929955,15.1736,33.58437,15.10387
169562,0.0166674,2.06034499965608,0.7186338,0.4605514,-0.3006001,14.64525,32.92812,15.37431
169564,0.0166673,2.07701230049133,0.7217003,0.4559637,-0.305672,14.47911,32.52222,15.45993
169570,0.016667,2.09367929957807,0.7277938,0.4494461,-0.3167388,14.32433,31.65008,15.55006
169572,0.0166707,2.11034999974072,0.7312701,0.4468145,-0.3234414,14.32893,31.10728,15.52647
169576,0.0166672,2.12701719999313,0.7380608,0.4435411,-0.3368411,14.40273,29.96492,15.25273
169578,0.0166689,2.14368610084057,0.7419453,0.4424838,-0.3446981,14.42914,29.17058,14.99488
169582,0.0166654,2.16035149991512,0.7507735,0.4417374,-0.36237,14.42659,27.65183,14.57228
169584,0.016667,2.17701849900186,0.7558518,0.4419869,-0.3721937,14.39099,26.70472,14.36027
169590,0.0166673,2.19368579983711,0.7667732,0.4433073,-0.3928522,14.31606,24.7858,13.98645
169592,0.0166659,2.21035169996321,0.7735271,0.4440306,-0.4053043,14.23648,23.70483,13.78482
